Europe,Croatia,Beverages,Online,H,9/30/2010,537407672,10/29/2010,9727,47.45,31.79,461546.15,309221.33,152324.82
Europe,Portugal,Personal Care,Offline,L,5/25/2013,979573476,7/13/2013,6415,81.73,56.67,524297.95,363538.05,160759.90
Europe,Estonia,Vegetables,Online,C,10/10/2010,840741050,11/5/2010,2815,154.06,90.93,433678.90,255967.95,177710.95
Asia,Tajikistan,Fruits,Offline,M,12/22/2010,385021722,2/1/2011,5338,9.33,6.92,49803.54,36938.96,12864.58
Europe,Liechtenstein,Clothes,Online,C,10/18/2011,846839320,10/31/2011,7428,109.28,35.84,811731.84,266219.52,545512.32
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,M,2/7/2012,380930173,3/3/2012,4558,421.89,364.69,1922974.62,1662257.02,260717.60
Sub-Saharan Africa,Cameroon,Clothes,Offline,L,8/12/2015,812343108,9/30/2015,9233,109.28,35.84,1008982.24,330910.72,678071.52
Europe,Bulgaria,Cosmetics,Online,H,12/17/2011,886439454,1/1/2012,5988,437.20,263.33,2617953.60,1576820.04,1041133.56
Central America and the Caribbean,Nicaragua,Household,Offline,M,10/11/2010,318893039,11/30/2010,6392,668.27,502.54,4271581.84,3212235.68,1059346.16
Sub-Saharan Africa,Burundi,Beverages,Online,L,3/11/2015,245690190,4/17/2015,4042,47.45,31.79,191792.90,128495.18,63297.72
Sub-Saharan Africa,Tanzania,Meat,Online,H,6/15/2010,973129737,6/16/2010,9569,421.89,364.69,4037065.41,3489718.61,547346.80
Central America and the Caribbean,Belize,Cereal,Online,C,3/8/2013,627823007,4/6/2013,5634,205.70,117.11,1158913.80,659797.74,499116.06
Europe,Luxembourg,Cereal,Offline,L,7/21/2014,106693828,9/6/2014,1929,205.70,117.11,396795.30,225905.19,170890.11
Asia,Brunei,Snacks,Offline,C,5/16/2014,826978528,6/27/2014,179,152.58,97.44,27311.82,17441.76,9870.06
Europe,Georgia,Snacks,Offline,L,4/22/2017,676225936,6/4/2017,9137,152.58,97.44,1394123.46,890309.28,503814.18
Europe,Bulgaria,Cereal,Offline,M,12/7/2013,762297379,1/16/2014,9589,205.70,117.11,1972457.30,1122967.79,849489.51
Middle East and North Africa,Afghanistan,Baby Food,Online,C,11/3/2014,463366687,11/13/2014,9355,255.28,159.42,2388144.40,1491374.10,896770.30
Asia,Cambodia,Personal Care,Online,L,7/7/2016,577920186,8/24/2016,8281,81.73,56.67,676806.13,469284.27,207521.86
Europe,Russia,Snacks,Offline,C,9/28/2012,174756705,10/29/2012,3247,152.58,97.44,495427.26,316387.68,179039.58
Australia and Oceania,Kiribati,Personal Care,Offline,L,7/4/2013,642987573,7/8/2013,3166,81.73,56.67,258757.18,179417.22,79339.96
Middle East and North Africa,Tunisia ,Snacks,Online,H,12/5/2010,742036616,1/24/2011,3979,152.58,97.44,607115.82,387713.76,219402.06
Asia,Taiwan,Vegetables,Offline,M,5/3/2013,651640164,5/15/2013,3660,154.06,90.93,563859.60,332803.80,231055.80
Central America and the Caribbean,Trinidad and Tobago,Clothes,Offline,H,3/13/2011,621847045,4/6/2011,7214,109.28,35.84,788345.92,258549.76,529796.16
Sub-Saharan Africa,Seychelles ,Household,Online,C,3/9/2011,523018586,4/11/2011,1677,668.27,502.54,1120688.79,842759.58,277929.21
Asia,Tajikistan,Clothes,Offline,M,4/2/2017,295828616,4/25/2017,1116,109.28,35.84,121956.48,39997.44,81959.04
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,C,9/12/2011,401263463,10/25/2011,1631,154.06,90.93,251271.86,148306.83,102965.03
Europe,Croatia,Snacks,Offline,M,12/18/2011,470621955,1/16/2012,6350,152.58,97.44,968883.00,618744.00,350139.00
Europe,San Marino,Personal Care,Online,C,11/1/2013,655515420,12/2/2013,435,81.73,56.67,35552.55,24651.45,10901.10
Middle East and North Africa,Bahrain,Beverages,Online,M,5/21/2010,277867686,6/27/2010,6078,47.45,31.79,288401.10,193219.62,95181.48
Middle East and North Africa,Morocco,Clothes,Offline,M,11/20/2010,979915082,1/8/2011,7503,109.28,35.84,819927.84,268907.52,551020.32
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Offline,L,4/29/2014,874206435,5/3/2014,5966,651.21,524.96,3885118.86,3131911.36,753207.50
Middle East and North Africa,Libya,Household,Offline,L,3/5/2013,393603074,3/12/2013,4751,668.27,502.54,3174950.77,2387567.54,787383.23
Sub-Saharan Africa,Madagascar,Personal Care,Offline,L,5/2/2012,941278827,6/21/2012,4177,81.73,56.67,341386.21,236710.59,104675.62
Asia,Cambodia,Beverages,Online,M,3/13/2010,840720021,4/18/2010,6592,47.45,31.79,312790.40,209559.68,103230.72
Sub-Saharan Africa,Botswana,Meat,Online,H,1/2/2010,285725486,1/8/2010,1376,421.89,364.69,580520.64,501813.44,78707.20
Europe,Netherlands,Beverages,Online,M,1/25/2016,890406548,2/14/2016,9939,47.45,31.79,471605.55,315960.81,155644.74
