Central America and the Caribbean,Dominican Republic,Clothes,Offline,C,4/9/2010,997406947,4/12/2010,3735,109.28,35.84,408160.80,133862.40,274298.40
Central America and the Caribbean,The Bahamas,Clothes,Online,C,8/26/2010,505130612,9/15/2010,8228,109.28,35.84,899155.84,294891.52,604264.32
Europe,Liechtenstein,Vegetables,Offline,L,9/15/2014,741426360,10/11/2014,3391,154.06,90.93,522417.46,308343.63,214073.83
Sub-Saharan Africa,South Africa,Vegetables,Offline,H,1/28/2012,451655519,1/31/2012,3760,154.06,90.93,579265.60,341896.80,237368.80
Asia,Sri Lanka,Personal Care,Offline,L,5/21/2012,251491916,6/17/2012,901,81.73,56.67,73638.73,51059.67,22579.06
Asia,Vietnam,Household,Offline,M,3/12/2011,376921880,4/12/2011,8415,668.27,502.54,5623492.05,4228874.10,1394617.95
Europe,Latvia,Meat,Offline,L,6/20/2016,234244239,7/30/2016,6931,421.89,364.69,2924119.59,2527666.39,396453.20
Middle East and North Africa,Iran,Vegetables,Online,C,7/17/2014,650070321,8/27/2014,9109,154.06,90.93,1403332.54,828281.37,575051.17
Middle East and North Africa,Iraq,Snacks,Offline,H,9/22/2011,721323955,10/1/2011,4642,152.58,97.44,708276.36,452316.48,255959.88
Asia,Bhutan,Fruits,Online,H,5/28/2015,965241467,7/2/2015,5255,9.33,6.92,49029.15,36364.60,12664.55
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Online,C,2/5/2015,169371688,3/20/2015,9701,205.70,117.11,1995495.70,1136084.11,859411.59
Australia and Oceania,Nauru,Meat,Online,H,7/14/2016,341575944,8/8/2016,8767,421.89,364.69,3698709.63,3197237.23,501472.40
Middle East and North Africa,Libya,Household,Online,L,2/23/2015,860028064,3/5/2015,271,668.27,502.54,181101.17,136188.34,44912.83
Central America and the Caribbean,The Bahamas,Personal Care,Online,H,1/2/2015,723214375,2/10/2015,4060,81.73,56.67,331823.80,230080.20,101743.60
North America,United States of America,Meat,Online,C,6/16/2017,799933707,7/29/2017,7015,421.89,364.69,2959558.35,2558300.35,401258.00
Central America and the Caribbean,Honduras,Cereal,Offline,M,5/7/2017,679297387,5/21/2017,8047,205.70,117.11,1655267.90,942384.17,712883.73
Central America and the Caribbean,El Salvador,Vegetables,Online,C,5/15/2014,920729243,6/20/2014,3099,154.06,90.93,477431.94,281792.07,195639.87
Middle East and North Africa,Kuwait,Baby Food,Offline,L,11/7/2016,803965604,11/9/2016,143,255.28,159.42,36505.04,22797.06,13707.98
Europe,United Kingdom,Clothes,Online,C,4/6/2015,579055297,5/23/2015,4185,109.28,35.84,457336.80,149990.40,307346.40
Central America and the Caribbean,Cuba,Fruits,Online,M,4/8/2016,116359651,4/24/2016,2261,9.33,6.92,21095.13,15646.12,5449.01
Sub-Saharan Africa,The Gambia,Cereal,Online,M,4/4/2016,256552493,5/19/2016,8439,205.70,117.11,1735902.30,988291.29,747611.01
Europe,Denmark,Personal Care,Online,M,9/1/2012,560620152,10/3/2012,8816,81.73,56.67,720531.68,499602.72,220928.96
