Asia,Vietnam,Household,Offline,M,7/30/2015,349412715,8/3/2015,7842,668.27,502.54,5240573.34,3940918.68,1299654.66
Australia and Oceania,Tuvalu,Baby Food,Online,M,10/13/2011,671223294,11/30/2011,8744,255.28,159.42,2232168.32,1393968.48,838199.84
Middle East and North Africa,Bahrain,Vegetables,Online,C,3/12/2012,631762206,3/23/2012,1331,154.06,90.93,205053.86,121027.83,84026.03
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Offline,C,12/1/2015,101390779,1/12/2016,2639,437.20,263.33,1153770.80,694927.87,458842.93
Sub-Saharan Africa,Seychelles ,Cereal,Online,C,10/3/2011,820782840,10/27/2011,6737,205.70,117.11,1385800.90,788970.07,596830.83
Asia,South Korea,Office Supplies,Offline,C,4/20/2012,550924718,4/27/2012,9722,651.21,524.96,6331063.62,5103661.12,1227402.50
Sub-Saharan Africa,Zimbabwe,Clothes,Offline,L,4/11/2012,723115241,5/7/2012,4724,109.28,35.84,516238.72,169308.16,346930.56
Australia and Oceania,Vanuatu,Fruits,Online,H,1/18/2015,588965737,2/18/2015,6905,9.33,6.92,64423.65,47782.60,16641.05
Middle East and North Africa,Turkey,Fruits,Offline,L,9/3/2013,370400035,9/13/2013,8456,9.33,6.92,78894.48,58515.52,20378.96
Europe,Vatican City,Snacks,Offline,M,6/9/2017,809654462,6/24/2017,3602,152.58,97.44,549593.16,350978.88,198614.28
Asia,North Korea,Cereal,Online,C,3/5/2010,919277846,4/10/2010,3598,205.70,117.11,740108.60,421361.78,318746.82
Australia and Oceania,Federated States of Micronesia,Beverages,Online,H,8/27/2014,232131516,9/19/2014,1729,47.45,31.79,82041.05,54964.91,27076.14
Sub-Saharan Africa,Djibouti,Meat,Offline,C,1/19/2013,151389300,2/9/2013,8313,421.89,364.69,3507171.57,3031667.97,475503.60
Sub-Saharan Africa,Mali,Vegetables,Offline,L,5/3/2011,800537526,6/3/2011,5699,154.06,90.93,877987.94,518210.07,359777.87
Australia and Oceania,Papua New Guinea,Meat,Offline,M,9/30/2012,573375022,11/17/2012,3266,421.89,364.69,1377892.74,1191077.54,186815.20
Sub-Saharan Africa,Zambia,Office Supplies,Online,M,1/9/2014,184013116,2/5/2014,2425,651.21,524.96,1579184.25,1273028.00,306156.25
Sub-Saharan Africa,Central African Republic,Beverages,Online,L,9/30/2016,416875636,10/12/2016,1619,47.45,31.79,76821.55,51468.01,25353.54
Europe,Bosnia and Herzegovina,Vegetables,Offline,C,1/1/2016,776698911,1/13/2016,1323,154.06,90.93,203821.38,120300.39,83520.99
Asia,Mongolia,Fruits,Offline,C,9/18/2011,838531768,10/9/2011,9039,9.33,6.92,84333.87,62549.88,21783.99
Europe,Austria,Beverages,Offline,H,6/13/2012,697735536,8/2/2012,4305,47.45,31.79,204272.25,136855.95,67416.30
Central America and the Caribbean,The Bahamas,Clothes,Offline,H,6/26/2016,519984042,8/9/2016,3688,109.28,35.84,403024.64,132177.92,270846.72
Europe,Macedonia,Snacks,Online,H,8/1/2015,991263616,8/16/2015,5787,152.58,97.44,882980.46,563885.28,319095.18
Sub-Saharan Africa,Liberia,Meat,Online,L,12/7/2013,167873084,12/19/2013,6231,421.89,364.69,2628796.59,2272383.39,356413.20
Europe,Slovenia,Personal Care,Offline,M,10/17/2016,226423776,12/5/2016,2682,81.73,56.67,219199.86,151988.94,67210.92
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,H,7/19/2011,713839519,8/10/2011,9831,9.33,6.92,91723.23,68030.52,23692.71
Central America and the Caribbean,Barbados,Fruits,Online,M,12/9/2016,797356641,1/28/2017,4404,9.33,6.92,41089.32,30475.68,10613.64
Europe,Sweden,Meat,Offline,H,2/16/2011,614523971,3/19/2011,154,421.89,364.69,64971.06,56162.26,8808.80
Australia and Oceania,East Timor,Clothes,Offline,H,3/15/2011,823202836,4/16/2011,2867,109.28,35.84,313305.76,102753.28,210552.48
Central America and the Caribbean,Dominica,Personal Care,Offline,C,5/17/2016,351567065,5/23/2016,5362,81.73,56.67,438236.26,303864.54,134371.72
Asia,Uzbekistan,Household,Offline,L,10/17/2011,448102986,11/7/2011,2486,668.27,502.54,1661319.22,1249314.44,412004.78
Central America and the Caribbean,Nicaragua,Personal Care,Offline,M,2/27/2010,631609427,4/1/2010,6120,81.73,56.67,500187.60,346820.40,153367.20
Australia and Oceania,Vanuatu,Meat,Offline,M,2/8/2010,941197717,2/15/2010,175,421.89,364.69,73830.75,63820.75,10010.00
Central America and the Caribbean,Belize,Cereal,Offline,M,2/10/2015,586291682,2/13/2015,5592,205.70,117.11,1150274.40,654879.12,495395.28
Central America and the Caribbean,The Bahamas,Office Supplies,Online,C,7/28/2014,196627652,9/6/2014,5347,651.21,524.96,3482019.87,2806961.12,675058.75
Central America and the Caribbean,Belize,Clothes,Offline,M,4/25/2010,472254455,5/21/2010,9443,109.28,35.84,1031931.04,338437.12,693493.92
Asia,Taiwan,Cosmetics,Online,M,10/18/2012,833533418,11/20/2012,9916,437.20,263.33,4335275.20,2611180.28,1724094.92
Asia,Laos,Snacks,Offline,L,8/13/2014,771138370,9/3/2014,5835,152.58,97.44,890304.30,568562.40,321741.90
Middle East and North Africa,Oman,Personal Care,Online,M,12/31/2016,296055638,1/12/2017,8297,81.73,56.67,678113.81,470190.99,207922.82
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Online,C,11/20/2010,389584052,12/10/2010,5433,651.21,524.96,3538023.93,2852107.68,685916.25
Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,C,12/30/2010,753334939,1/16/2011,7404,255.28,159.42,1890093.12,1180345.68,709747.44
Europe,Slovenia,Cosmetics,Offline,M,3/8/2014,259232127,3/25/2014,1402,437.20,263.33,612954.40,369188.66,243765.74
North America,Greenland,Meat,Online,C,10/17/2010,999511945,12/4/2010,6651,421.89,364.69,2805990.39,2425553.19,380437.20
Europe,Vatican City,Household,Offline,M,3/2/2011,636723220,3/23/2011,9405,668.27,502.54,6285079.35,4726388.70,1558690.65
Asia,Philippines,Cereal,Online,C,7/25/2011,953727281,8/10/2011,7951,205.70,117.11,1635520.70,931141.61,704379.09
Middle East and North Africa,Turkey,Fruits,Online,H,2/6/2013,203697955,2/6/2013,7606,9.33,6.92,70963.98,52633.52,18330.46
Sub-Saharan Africa,Zambia,Vegetables,Offline,L,5/20/2010,760121572,5/21/2010,5719,154.06,90.93,881069.14,520028.67,361040.47
Europe,Germany,Snacks,Offline,M,6/10/2010,566796958,7/18/2010,6670,152.58,97.44,1017708.60,649924.80,367783.80
Sub-Saharan Africa,Kenya,Household,Online,L,10/15/2013,787835443,11/24/2013,6870,668.27,502.54,4591014.90,3452449.80,1138565.10
Sub-Saharan Africa,Gabon,Fruits,Offline,L,8/30/2010,857660853,9/26/2010,9760,9.33,6.92,91060.80,67539.20,23521.60
Sub-Saharan Africa,Gabon,Vegetables,Offline,L,1/24/2015,731009519,2/26/2015,816,154.06,90.93,125712.96,74198.88,51514.08
Central America and the Caribbean,Jamaica,Baby Food,Offline,M,7/28/2015,432930266,8/24/2015,2541,255.28,159.42,648666.48,405086.22,243580.26
Asia,Thailand,Cereal,Online,M,12/17/2016,508784425,1/30/2017,9472,205.70,117.11,1948390.40,1109265.92,839124.48
Europe,Latvia,Office Supplies,Online,C,9/22/2013,674245822,9/28/2013,3177,651.21,524.96,2068894.17,1667797.92,401096.25
Europe,Portugal,Household,Offline,C,7/21/2016,265300786,9/9/2016,7253,668.27,502.54,4846962.31,3644922.62,1202039.69
Sub-Saharan Africa,Eritrea,Meat,Offline,M,9/16/2010,488248145,11/3/2010,2331,421.89,364.69,983425.59,850092.39,133333.20
Central America and the Caribbean,Antigua and Barbuda ,Office Supplies,Offline,L,10/20/2012,369699227,11/27/2012,1072,651.21,524.96,698097.12,562757.12,135340.00
Central America and the Caribbean,Dominican Republic,Baby Food,Online,C,1/4/2014,806577861,2/19/2014,3168,255.28,159.42,808727.04,505042.56,303684.48
Europe,Norway,Personal Care,Online,H,2/20/2014,516120374,3/1/2014,343,81.73,56.67,28033.39,19437.81,8595.58
