Asia,South Korea,Snacks,Offline,H,1/7/2014,654223239,2/22/2014,8050,152.58,97.44,1228269.00,784392.00,443877.00
Europe,Romania,Cereal,Online,L,4/13/2012,972133672,4/30/2012,4811,205.70,117.11,989622.70,563416.21,426206.49
Australia and Oceania,Marshall Islands,Meat,Offline,C,1/20/2012,993811500,3/10/2012,9762,421.89,364.69,4118490.18,3560103.78,558386.40
Sub-Saharan Africa,Liberia,Personal Care,Online,H,10/15/2014,645868051,11/12/2014,5564,81.73,56.67,454745.72,315311.88,139433.84
Sub-Saharan Africa,Comoros,Snacks,Offline,C,9/2/2011,825227153,9/30/2011,1908,152.58,97.44,291122.64,185915.52,105207.12
Europe,Belgium,Meat,Online,M,1/28/2010,249125134,3/9/2010,518,421.89,364.69,218539.02,188909.42,29629.60
North America,Canada,Cosmetics,Offline,C,9/3/2014,405110824,10/13/2014,150,437.20,263.33,65580.00,39499.50,26080.50
Europe,Austria,Beverages,Offline,H,1/17/2016,601045548,2/4/2016,1589,47.45,31.79,75398.05,50514.31,24883.74
Sub-Saharan Africa,Namibia,Beverages,Online,C,3/11/2017,215103137,3/14/2017,2653,47.45,31.79,125884.85,84338.87,41545.98
Europe,Bulgaria,Fruits,Offline,C,8/13/2014,945769917,9/20/2014,3191,9.33,6.92,29772.03,22081.72,7690.31
Europe,Andorra,Cereal,Online,H,3/28/2017,961844718,3/29/2017,81,205.70,117.11,16661.70,9485.91,7175.79
Middle East and North Africa,Egypt,Cereal,Online,L,4/30/2012,752438867,6/7/2012,2236,205.70,117.11,459945.20,261857.96,198087.24
Sub-Saharan Africa,Mali,Office Supplies,Online,M,9/23/2014,876976191,10/22/2014,5598,651.21,524.96,3645473.58,2938726.08,706747.50
Sub-Saharan Africa,Zimbabwe,Meat,Offline,H,1/17/2010,615193021,2/5/2010,8141,421.89,364.69,3434606.49,2968941.29,465665.20
Central America and the Caribbean,Dominican Republic,Office Supplies,Online,H,6/19/2011,217138183,8/1/2011,4868,651.21,524.96,3170090.28,2555505.28,614585.00
Sub-Saharan Africa,Rwanda,Meat,Online,M,7/6/2010,453173005,8/21/2010,2818,421.89,364.69,1188886.02,1027696.42,161189.60
Asia,South Korea,Office Supplies,Online,H,2/22/2011,363971316,3/7/2011,6056,651.21,524.96,3943727.76,3179157.76,764570.00
Europe,Ukraine,Personal Care,Offline,M,10/20/2010,410519444,12/2/2010,681,81.73,56.67,55658.13,38592.27,17065.86
Sub-Saharan Africa,South Sudan,Office Supplies,Offline,M,10/14/2011,224116218,11/5/2011,9824,651.21,524.96,6397487.04,5157207.04,1240280.00
